;APP_Libelle_etablissement;SIRET;Adresse_2_UA;Code_postal;Libelle_commune;geores;Agrement
3933;LE CANTONNAIS;4,18838E+13;ZAC LA BRUYERE;31120;Pinsaguel;43.488647,1.397496;31420023
3934;RESIDENCE DES ROSEAUX;7,75723E+13;4 bis, rue de la croix;77160;Chenoise-Cucharmoy;48.615567,3.187033;77109001
3935;CUISINE CENTRALE;2,17705E+13;rue de la Fontaine des Noues;77130;Varennes-sur-Seine;48.375953,2.936502;77482001
3936;AU ROYAUME DU SANDWICH;8,27816E+13;3 RUE MICHEL DE MONTAIGNE;33350;Castillon-la-Bataille;44.854512,-0.041971;
3937;THEBAULT FRANCIS;3,18857E+13;24 CHEMIN DE CAPPY;60410;Saint-Vaast-de-Longmont;49.301247,2.730015;
3938;COFFEE PARISIEN;3,53776E+13;4 RUE PRINCESSE;75006;Paris 6e  Arrondissement;48.852539,2.334414;
3939;NEUILLY CACHER STORES;8,89396E+13;65 AV JEAN MERMOZ;93120;La Courneuve;48.93249,2.404555;
3940;RESTAURATION INTER ENTREPRISE LE DOUBLON;4,9299E+13;11 AV DUBONNET;92400;Courbevoie;48.90168,2.260967;92026002
3941;AIRBUS DEFENSE AND SPACE SAS;3,93342E+13;EADS ASTRIUM;78990;Élancourt;48.779025,1.959531;
3942;NOUILLES DOU WEI;5,19993E+13;2 RUE DE LA FOLIE MERICOURT;75011;Paris 11e  Arrondissement;48.861245,2.375002;
3943;BEAUREPAIRE;5,28924E+13;1 RUE DE LA BUCHERIE;75005;Paris 5e  Arrondissement;48.851306,2.349123;
3944;SOCIETE FROMAGERE DU MASSEGROS;4,34114E+13;nan;48500;Massegros Causses Gorges;44.302365,3.197756;48094011
3945;DES PLANTAS;8,52496E+13;315 C IMP DES PLANTAS;26450;Roynac;44.643957,4.932529;26287001
3946;CCIMBO PORT CONCARNEAU;1,30023E+13;QUAI CARNOT;29182;Concarneau;;29039500
3947;CATO;8,30417E+13;11 RUE DES FONTAINES;24100;Bergerac;44.850872,0.48382;
3948;L'EPICIERIE;8,45203E+13;16 GRANDE RUE;56160;Ploërdut;48.087157,-3.288306;
3949;POLYCLINIQUE DE BLOIS;5,9732E+13;RUE ROBERT DEBRE;41260;La Chaussée-Saint-Victor;47.617179,1.344091;
3950;KUAILE;8,02513E+13;21 RUE DU DR ROUX;93120;La Courneuve;48.923683,2.406918;
3951;ASSANABEL;3,47955E+13;6 RUE PIERRE CHAUSSON;75010;Paris 10e  Arrondissement;48.870521,2.360426;
3952;MUSOLINO TRADITION;4,5326E+13;1022 Z.A. Les Colombières;73700;Bourg-Saint-Maurice;45.59852,6.754699;73054105
3953;HADHOUDA;8,8117E+13;32 RUE DU FAUBOURG DU TEMPLE;75011;Paris 11e  Arrondissement;48.868909,2.3681;
3954;ENTREMONT ALLIANCE;3,2552E+13;AV DE LA GARE;35360;Montauban-de-Bretagne;48.195898,-2.048742;35184003
3955;BOUCHERIE DE L 'ITON;4,89921E+13;7 Rue Désiré Guillemare;61300;Saint-Ouen-sur-Iton;48.735546,0.694259;
3956;SAS LEVESQUES UNION FRANCE LIMOUSIN;7,21821E+13;Route de Montjean BP 75;16700;Ruffec;46.028678,0.190459;16292003
3957;GRAND LIEU DECOUPE;4,41139E+13;7  R   DE L'INDUSTRIE;44310;Saint-Philbert-de-Grand-Lieu;47.034568,-1.667582;44188013
3958;S.E.E MAYTE SAUVEUR ET FILS;3,91914E+13;MAISON ESKERRAINIA;64220;Saint-Jean-le-Vieux;43.167935,-1.232494;
3959;DOMAINE DE LA FORET D'ORIENT;4,91557E+13;route de Géraudot;10220;Rouilly-Sacey;48.328406,4.286763;
3960;YAOZ;8,30045E+13;41 RUE SAINT JEAN;69005;Lyon 5e  Arrondissement;45.761223,4.827116;
3961;EARL SUN OSTREA;5,23344E+13;PRISE DE LA SOULASSERIE;17370;Saint-Trojan-les-Bains;45.846439,-1.209292;17411031
3962;BOUCHERIE KAMEL ROTISSERIE;8,82259E+13;122 RUE DE LA VIGNE;59100;Roubaix;50.70104,3.184865;
3963;ABE;3,02096E+13;26 rue Vaubecour 69002 Lyon;69002;Lyon 2e  Arrondissement;45.753961,4.826088;
3964;LE MAGNOLIA;4,8381E+13;29 RUE SAINT BLAISE;75020;Paris 20e  Arrondissement;48.859062,2.405763;
3965;MY PIE;8,10226E+13;LES BESNARDIERES;53120;Gorron;48.413638,-0.816459;53107004
3966;ETABLISSEMENTS RANDY;9,57524E+13;ZAC du Caillou,   rue  Jules;69630;Chaponost;45.701633,4.762818;69043005
3967;ETS PREVOST-CHOLLET;5,0886E+13;ETS PREVOST-CHOLLET;17340;Yves;;17483079
3968;BINDA JEAN-PIERRE;5,30464E+13;CAUPIAN;33160;Saint-Médard-en-Jalles;44.891627,-0.761713;
3969;MOTTA PHILIPPE;3,9357E+13;5, Boulevard de la CONCORDE;13009;Marseille 9e  Arrondissement;43.250146,5.403113;
3970;SITTY PETER;3,82118E+13;nan;20230;Linguizzetta;42.242017,9.510487;
3971;CYPO;8,04454E+13;7 BOULEVARD DE L EUROPE;31120;Portet-sur-Garonne;43.53054,1.402957;
3972;LUDIK FOR REVEURS;8,33617E+13;9 RTE D AGEN;24100;Bergerac;44.833518,0.49455;
3973;MAGENDIS;4,42508E+13;12 BOULEVARD MAGENTA;75010;Paris 10e  Arrondissement;48.869608,2.362295;
3974;EARL BLAMPAIN;5,29133E+13;FERME DU BOIS DE GLARGE;59680;Wattignies-la-Victoire;50.20423,3.984646;
3975;THE FREEDOM;4,13502E+13;8 RUE DE BERRI;75008;Paris 8e  Arrondissement;48.872258,2.304016;
3976;SARAY ISTAMBUL;8,10765E+13;33 AVENUE CORENTIN CARIOU;75019;Paris 19e  Arrondissement;48.897471,2.385017;
3977;EARL DE BELCHAMP;5,30019E+13;11 Les Buffets;44390;Saffré;47.520204,-1.552626;
3978;COTE PIZZA;7,92463E+13;1 B AV ARISTIDE BRIAND;24200;Sarlat-la-Canéda;44.880498,1.216818;
3979;LES OEUFS GESLIN;3,53611E+13;La Roussellerie;85140;Chauché;46.848204,-1.287093;85064003
3980;TI-GOURMAND;5,09232E+13;La rocade;97139;Les Abymes;16.262219,-61.490508;
3981;SARL JOGUY BAR LE TERMINUS;3,44401E+13;185, bd BAILLE;13005;Marseille 5e  Arrondissement;43.290163,5.399004;
3982;HUITRES BELAIA;8,14795E+13;7 RUE DES HOUGUETTES;50430;Saint-Germain-sur-Ay;49.235931,-1.623758;50481001
3983;NAOKO II;5,3096E+13;11 RUE BIOT;75017;Paris 17e  Arrondissement;48.884291,2.326086;
3984;NACHITOS CHICKEN;8,49227E+13;235 RUE DE CRIMEE;75019;Paris 19e  Arrondissement;48.893301,2.373644;
3985;LE BISTROT DU PERE NICOLAS;5,33798E+13;6, promenade des estivants;56930;Pluméliau-Bieuzy;47.98179,-3.041946;
3986;SAUDRAIS;4,85364E+13;102 RTE DE MONS;59600;Maubeuge;50.286844,3.975939;
3987;LE COCHON CREOLE;3,95215E+13;6 CHEMIN DES CARRIERES;94310;Orly;48.746458,2.38794;94054026
3988;RESTAURANT L'ASSIETTE GOURMANDE;3,39457E+13;Place André Lescure;12200;Villefranche-de-Rouergue;44.352891,2.038017;
3989;PISCICULTURE DU TALBAT;4,90887E+13;La Fontaine de Talbat;86300;Chauvigny;46.571958,0.652034;86070004
3990;EURASUB;4,91087E+13;153 CTRE COMMERCIAL EURALILLE;59777;Lille;;
3991;SAS MAUREL DECOUPE ET SALAISONS;8,9257E+13;880 AVENUE NAPOLEON;5130;Tallard;44.450551,6.038055;5170118
3992;SARL COSMOS;4,04332E+13;15 RUE HENRI BECQUEREL;66330;Cabestany;42.689174,2.92403;
3993;CENTRE HOSPITALIER GENERAL;2,66007E+13;Avenue Léon Blum;60000;Beauvais;49.45111,2.072654;60057020
3994;LE MAS DE CATI;4,39439E+13;LES AMOUTOUS;34140;Mèze;43.411647,3.585342;
3995;TAKE TOOK;8,15151E+13;2 RUE DU TUNNEL;75019;Paris 19e  Arrondissement;48.878933,2.385493;
3996;GAEC FERME DE LA TOMIERE;4,89544E+13;La Bouguenais;44130;Fay-de-Bretagne;47.383723,-1.847578;
3997;RESTAURANT MOMIDJI - SARL TTH;8,02862E+13;9 RUE DU HANOVRE;75002;Paris 2e  Arrondissement;48.87014,2.335111;
3998;ELIBE;3,49113E+13;151 RUE SAINT-CHARLES;75015;Paris 15e  Arrondissement;48.842702,2.282277;
3999;POPPIES BAKERIES LAUDUN;4,30172E+13;100 Rue Paul Sabatier;30290;Laudun-l'Ardoise;44.104604,4.69739;
4000;CENTRE LOUIS SEVESTRE;2,637E+13;La Futaie;37390;La Membrolle-sur-Choisille;47.439322,0.645601;3715132
4001;POLE HANDICAP SERGE DASSAULT;3,91755E+13;80, rue de la dauphine;91100;Corbeil-Essonnes;48.601318,2.473648;
4002;TROPIC FISH;4,19681E+13;16 RUE DU TRAVY;94320;Thiais;48.75212,2.384719;94073211
4003;C.A.T. LA ROCHE;7,79723E+13;C.A.T. LA ROCHE;69170;Les Sauvages;45.92457,4.391064;69174001
4004;GAEC DES MONTS DE LASCAUX;8,19729E+13;2 LASCAUX;23250;Janaillat;46.040286,1.814546;
4005;NORIETA;8,41341E+13;40 RUE LOUIS BLANC;75010;Paris 10e  Arrondissement;48.881647,2.364396;
4006;COALLIA;7,7568E+13;4 RUE DE LA TOURNEE;91650;Breuillet;48.567104,2.170952;
4007;AUX CANUTS DES DOMES;8,85025E+13;55, Bd Gustave Flaubert;63000;Clermont-Ferrand;45.770041,3.124656;
4008;SOCIETE TARDY;6,08003E+12;27, Traverse Antoine Donaz;13015;Marseille 15e  Arrondissement;43.323798,5.369708;13215012
4009;BIZIM MARKET;8,45212E+13;11 RUE DES CASTORS;38150;Salaise-sur-Sanne;45.357718,4.807361;
4010;PIZZERIA D'AUTEUIL;4,4355E+13;81 RUE LA FONTAINE;75016;Paris 16e  Arrondissement;48.848567,2.26569;
4011;BARATIN DENIS;3,94087E+13;54, Impasse de villesimeon;45170;Neuville-aux-Bois;48.055779,2.048144;
4012;ETOILE DU SUD;8,98293E+13;31 RTE DUN LE PALESTEL;23160;La Chapelle-Baloue;46.358416,1.576221;
4013;COUTURIER JEAN-LUC;4,95247E+13;310 CHEMIN ZURAIDEGARAI;64250;Souraïde;43.341724,-1.47915;
4014;AU P'TIT MARNAIS;8,52647E+13;RUE DE LA SENTELLE;51350;Cormontreuil;49.214858,4.048955;
4015;LA SCUDERIA;7,93338E+13;10, RUE DE L'ARMORIQUE;75015;Paris 15e  Arrondissement;48.839606,2.314588;
4016;LES TABLES D'ICELLE;8,99628E+13;5 LE CLUZEAU;23800;La Celle-Dunoise;46.296119,1.790759;
4017;FOOD N'BREAK;5,29972E+13;80 Avenue Roger Salengro;1500;Ambérieu-en-Bugey;45.954391,5.342968;
4018;BLANQUET SYLVAIN;4,23808E+13;401 CHE DES AIGUILLES;34140;Bouzigues;43.451793,3.657892;34039527
4019;CARREFOUR;3,26521E+13;ZAC de L'Ourson;1300;Belley;45.759547,5.702766;
4020;DAME-JANE;8,0358E+13;39 RUE RAMPONEAU;75020;Paris 20e  Arrondissement;48.871544,2.380825;
4021;AU PETIT ANCA;8,50936E+13;RTE D'ITALIE;4530;La Condamine-Châtelard;44.45772,6.744845;
4022;ASSOCIATION FAMILLES RURALES;3,91446E+13;ANNEXE MAIRIE;56800;Taupont;47.958062,-2.439149;
4023;THE 716 BEACH;8,48094E+13;1321 RTE DU BORD DE MER;6270;Villeneuve-Loubet;43.627913,7.133911;
4024;A LA BONNE VIANDE 54;8,97659E+13;5 RUE PHILIPPE MARTIN;54250;Champigneulles;48.732795,6.168612;
4025;JIEJIA;8,41935E+13;8 AVENUE DE CHOISY;75013;Paris 13e  Arrondissement;48.820713,2.36445;
4026;COLLEGE PIERRE ET MARIE CURIE;1,902E+13;35, Route de Brenelle;2220;Braine;49.34605,3.53345;
4027;KHADISPAL;5,02398E+13;6 RUE HORACE BENEDICT DE SAUSSUR;94000;Créteil;;94028055
4028;M.A.R.P.A.;3,83344E+13;LA MOTTE TRONCAIS;3230;Chevagnes;;
4029;LA FERME D'ANCOLIE;8,8312E+13;235 CHE DES CHAMPS;59190;Hazebrouck;50.71581,2.521719;
4030;EHPAD RESIDENCE DES VALLEES;2,648E+13;Avenue des Cévennes;48800;Villefort;44.437353,3.933065;
4031;GAEC AGREE LA BELE LISTOIR;8,37541E+13;LIEU DIT LE LISTOIR;56690;Landévant;47.666453,-2.986323;
4032;GUIHO PHILIPPE;4,32305E+13;105, rue de Rennes;35320;Poligné;47.889227,-1.687731;
4033;L'ATELIER SUD;8,81522E+13;9 RUE DU PERIGORD;16390;Bonnes;45.23935,0.149431;
4034;LA PATATERIE;4,94573E+13;RUE EMILE GALLE;57600;Forbach;49.194349,6.902405;
4035;CC LES COTEAUX BORDELAIS;2,43301E+13;1 residence le Bourg;33370;Tresses;44.845893,-0.464969;
4036;SARL WAFA;4,19883E+13;32 RUE DU MAROC;75019;Paris 19e  Arrondissement;48.887086,2.36795;
4037;BOUCHERIE CONDORCET;4,49538E+13;92 AVENUE DU GENERAL LECLERC;92340;Bourg-la-Reine;48.780241,2.315537;
4038;YOJISU;5,27646E+13;130 Bastide de Verdaches;13290;Aix-en-Provence;43.508287,5.402576;
4039;COLLEGE EMILE ZOLA;1,96221E+13;RUE CASANOVA;62740;Fouquières-lès-Lens;50.428737,2.917522;
4040;BOUCHERIE JEAN JAURES;8,38054E+13;86 AVENUE JEAN JAURES;69190;Saint-Fons;45.709382,4.855089;
4041;RESIDENCE LES EPIS D'OR;3,01864E+13;21, boulevard Debord;13012;Marseille 12e  Arrondissement;43.313261,5.41456;
4042;OLIVIER DOMINIQUE;4,41984E+13;160 ROUTE DE LA GROTTE;34190;Saint-Bauzille-de-Putois;43.89737,3.739036;34243502
4043;LYCEE GENERAL TECHNOL DU BOIS D AMOUR;1,986E+13;9 rue de Garenne;86000;Poitiers;46.550975,0.310048;
4044;AU COUTEAU D'OR;7,52954E+13;14 RUE ADELSHOFFEN;67300;Schiltigheim;48.60795,7.75175;
4045;BI1;4,1622E+13;RUE DU MOULIN DE L ARCHE;89170;Saint-Fargeau;47.642267,3.071164;
4046;MULTI RESTAURATION MEDITERRANEE;3,5027E+13;66 CHE DE LA QUEIRADE;83230;Bormes-les-Mimosas;43.137192,6.346382;
4047;LES FIAUX;8,21137E+13;Les Confins;74220;La Clusaz;45.919363,6.477502;74080073
4048;SALLE BRUNO;3,9103E+13;SALLE BRUNO;50560;Blainville-sur-Mer;49.075626,-1.599041;50058165
4049;KADOYA;4,93223E+13;10 RUE THERESE;75001;Paris 1er Arrondissement;48.866198,2.335676;
4050;INTERMARCHE;4,00849E+13;Route de la Ferté Vidame;28250;Senonches;48.566743,1.02748;
4051;JAPAN EAT;4,991E+13;231 BOULEVARD VOLTAIRE;75011;Paris 11e  Arrondissement;48.851348,2.391273;
4052;COUTIN DIDAY;8,1506E+13;51 RUE BLANCHE;75009;Paris 9e  Arrondissement;48.881036,2.331448;
4053;MAISON BERJAC;3,22557E+13;71 BD ALFRED NOBEL;44400;Rezé;47.159383,-1.553366;44143008
4054;LA MUSETTE;4,09001E+13;4 Place de l'Airette;7200;Aubenas;44.62048,4.392486;
4055;GAEC LA ROCHE - CHAIX;3,94749E+13;CASSERELLE;5130;Jarjayes;44.497372,6.093115;
4056;L.B. - LB;3,83278E+13;60, route des Charmettes;71480;Varennes-Saint-Sauveur;46.488172,5.246042;71558002
4057;ENTREPOTS GODFROY;3,37544E+13;BP 80170;14652;Carpiquet;49.18911,-0.430089;
4058;OPTION OSTREVANT;3,94422E+13;PLACE DU SANA;59182;Montigny-en-Ostrevent;50.373573,3.186259;
4059;COLLEGE DES THERMES;2,00075E+13;29 AVENUE DE LATTRE DE TASSIGNY;70300;Luxeuil-les-Bains;47.821242,6.364125;
4060;LEGTA;1,95112E+13;54 Allée du Château;51460;L'Épine;48.981535,4.471779;51231001
4061;TRANSPORTS M. MALGOGNE;3,33221E+13;Z I  DU CHAMP DE L ABBESSE;59600;Maubeuge;50.283088,3.935309;
4062;KING'S KITCHEN;8,101E+13;54 RUE DU MARQUIS DE RAIES;91133;Évry-Courcouronnes;48.629264,2.422998;
4063;ASSOC HOSPITALIERE NORD ARTOIS CLINIQUE;3,12455E+13;rue Entre Deux Monts BP 29;62800;Liévin;50.418864,2.784242;62510619
4064;SAS OBA;8,47684E+13;PL ANDRE MAUROIS;67200;Strasbourg;48.591628,7.697465;
4065;KUHN - HUARD S.A.S;3,40636E+13;Rue du Québec;44110;Châteaubriant;47.706455,-1.395119;
4066;PAMI;4,93373E+13;ALL DU GRAND PAVOIS;77310;Saint-Fargeau-Ponthierry;48.532872,2.539879;
4067;SOCIETE TALMONDAISE DE DISTRIBUTION;3,01851E+13;86  AVENUE DES SABLES;85440;Talmont-Saint-Hilaire;46.468568,-1.629222;
4068;VALEYRE SAS;3,419E+13;CHEZ GAME;42620;Saint-Martin-d'Estréaux;46.200329,3.798113;42257001
4069;SANTE RESTAURATION SERVICES;4,33958E+13;23 PLACE DE LA GARE;50610;Jullouville;48.773833,-1.566776;50066203
4070;MAIRIE COMMUNE DE GOUESNACH;2,12901E+13;7 HENT REUNIOU;29950;Gouesnach;47.91134,-4.113845;
4071;BOUCHERIE SAINT JEAN;3,44734E+13;4 Rue Romain d'Archy;61300;L'Aigle;48.764598,0.628151;
4072;SNC MATOCQ;4,24968E+13;Route du Col du Soulor;64800;Asson;43.122734,-0.250141;64068100
4073;JEGO FRERES;3,94255E+13;16 RUE FLORIAN LAPORTE;56100;Lorient;47.731014,-3.359748;56121011
4074;I.S.S.U.E;3,93345E+13;19 RUE SAINT CLAUDE;34000;Montpellier;43.605397,3.872584;
4075;SARL GILLES VEROT;4,41153E+13;45 RUE GASTON PICARD;94200;Ivry-sur-Seine;48.809679,2.374179;94041300
4076;CASCADE DE CHINE;4,35404E+13;170 AVENUE DE CLICHY;75017;Paris 17e  Arrondissement;48.892085,2.317849;
4077;ISTANBUL ORIENTAL;7,52982E+13;119 AVENUE JEAN JAURES;75019;Paris 19e  Arrondissement;48.885978,2.381783;
4078;EDULIS COQUILLAGES;8,3959E+13;RUE DU MARAIS;50560;Blainville-sur-Mer;49.073362,-1.588441;
4079;MAIRIE COMMUNE DE LA ROCHE-JAUDY;2,00084E+13;RUE ALAIN LE DIUZET;22450;La Roche-Jaudy;48.748475,-3.262284;22264003
4080;YEMA FOOD;8,25008E+13;41 RUE GODOT DE MAUROY;75009;Paris 9e  Arrondissement;48.872606,2.327456;
4081;AU BISTROT DE LA MONTAGNE;3,31967E+13;38 RUE DE LA MONTAGNE SAINTE GENEVIEVE;75005;Paris 5e  Arrondissement;48.847907,2.348467;
4082;GI;8,50989E+13;9 RUE DU PLAT;69002;Lyon 2e  Arrondissement;45.75816,4.829435;
4083;MAIRIE COMMUNE DE GAZERAN;2,17803E+13;MAIRIE;78125;Gazeran;48.636522,1.774384;
4084;LE CHOU KOKO;4,01951E+13;BOIS NEUF GERGAULT;97220;La Trinité;14.726242,-60.958283;
4085;SAS LES ELEVEURS GIRONDINS ABATTAGE;5,38813E+13;40-45 Rue Radio LONDRES;33130;Bègles;44.793129,-0.543624;33039003
4086;ALMEA FORMATIONS INTERPRO;5,09233E+13;129 avenue CHARLES DE GAULLE;8107;Charleville-Mézières;49.770888,4.710328;8105201
4087;ARISTEE;8,80887E+13;52, avenue de Toulouse;31250;Revel;43.461021,1.999278;31451032
4088;DELICES DES ILES;8,07656E+13;1 RUE DE FAY;26260;Marsaz;45.116293,4.942555;
4089;MOY PARK BEEF ORLEANS;3,43206E+13;Rue des Pins;45404;Fleury-les-Aubrais;47.944863,1.931042;45147002
4090;SEGUINEAU DE PRÉVAL SÉGOLÈNE;8,17984E+13;LIEU DIT LES BEYNETS;4300;Pierrerue;43.966071,5.839779;4151002
4091;SNACK AL HOCEIMA;8,03041E+13;9 PL DU COMMERCE;70000;Vesoul;47.638745,6.169292;
4092;LE ZINC;8,07744E+13;46 RUE VOLTAIRE;82000;Montauban;44.037901,1.358292;
4093;PAOLI MARION;8,51404E+13;42 CHE DES FRAISES;13240;Septèmes-les-Vallons;44.53771,6.392736;
4094;LEGTA GEORGES DESCLAUDE - SAINTES;1,91701E+13;RUE GEORGES DESCLAUDE;17119;Saintes;45.760155,-0.647728;
4095;LES JARDINS DE SORMIOU;8,23491E+13;42 BD CANLONG;13009;Marseille 9e  Arrondissement;43.225868,5.401964;
4096;CRECHE BERCEAU DES ROIS - FRESNES - CHARCOT ZOLA;8,39483E+13;14 RUE DU DOCTEUR CHARCOT;94260;Fresnes;48.762287,2.328308;
4097;CHEZ AUGUSTIN;5,23161E+13;CHEZ AUGUSTIN;69002;Lyon 2e  Arrondissement;45.754071,4.826324;
4098;REPOTEL VOISINS LE BRETONNEUX;4,77878E+13;38 RUE AUX FLEURS;78960;Voisins-le-Bretonneux;48.755397,2.055083;
4099;SARL T & B;7,52065E+13;3 AVENUE DES PRIMEVERES;93270;Sevran;48.940393,2.519824;
4100;RESTAURANT DU MODERN;8,28609E+13;86 CRS BERRIAT;38000;Grenoble;45.188493,5.714107;
4101;RESTAURANT DE L'ENCLOS;4,34882E+13;LD A L ENCLOS;25270;Septfontaines;46.963553,6.188384;
4102;EXPLOITATION BJP;5,38652E+13;EXPLOITATION BJP;20236;Omessa;42.397388,9.191098;2B193001
4103;CHAZAL COLMAR;8,43295E+13;10 RUE DENIS PAPIN;68000;Colmar;48.10944,7.377141;
4104;ECOLE MATERNELLE PUBLIQUE RENE COTY;2,17804E+13;ALL DU VERGER;78580;Maule;48.913381,1.852579;78380058
4105;E.S.A.T LES TISSANDIERS;7,75594E+13;Zone Industrielle de Vauzelle;37600;Loches;47.136269,0.974387;37132035
4106;FROMAGERIE HUBERT THUET;5,348E+13;2, rue des Vernaies;74230;Thônes;45.89358,6.304324;74280004
4107;POIVRE ET PASTEL;8,27462E+13;171 RUE DU ROUET;13008;Marseille 8e  Arrondissement;43.277692,5.393006;
4108;CANTINE;2,143E+13;nan;43770;Chadrac;45.056003,3.899893;
4109;GAEC DES GRANDS CAUSSES;4,29722E+13;BLAYAC;12150;Sévérac d'Aveyron;44.324904,3.115486;12270040
4110;BOUCHERIE CHATEAU ROUGE 91;4,34168E+13;1,Place du Damier;91350;Grigny;48.651313,2.380667;
4111;COLLEGE MOULIN DES PRES;1,97505E+13;18 RUE DU MOULIN DES PRES;75013;Paris 13e  Arrondissement;48.828786,2.352713;
4112;SALAISON DU VAL D'ALLIER;4,49001E+13;Z.I. Chambaret;43300;Langeac;45.085303,3.506704;43112001
4113;L' ARMANDIE;4,2904E+13;2 BIS RUE PETEL;75015;Paris 15e  Arrondissement;48.841991,2.298872;
4114;Ets POSSAMAI;3,49391E+13;Avenue de la Dordogne;24200;Sarlat-la-Canéda;44.874789,1.212346;
4115;MAISON DE LA SALLE-CENTRE D'EDUCATION LASALLIENE;4,11023E+13;78 RUE DE SEVRES;75007;Paris 7e  Arrondissement;48.847503,2.318231;
4116;MY TACOS;8,92098E+13;81 RUE GAMBETTA;33500;Libourne;44.916395,-0.24109;
4117;LE GOSIER SEC;4,21785E+13;Les Caves D'Amont;37510;Villandry;47.328752,0.481174;
4118;DE L'OMIGNON;4,80777E+13;28, rue de l'Eglise;80200;Saint-Christ-Briost;49.85728,2.931146;
4119;ASSOCIATION GESTION RESTAURANT SCOLAIRE;3,90695E+13;27 bis AVENUE DES SABLES;85440;Talmont-Saint-Hilaire;46.465716,-1.622114;85288400
4120;LA FERME FROMAGERE;4,4353E+13;1 RUE DU BELZIC;56400;Auray;47.666213,-2.984351;
4121;LA DOLCE VITA;8,51688E+13;45 RUE HERICART;75015;Paris 15e  Arrondissement;48.848982,2.286709;
4122;PINTO CHRISTOPHE;4,23285E+13;PL LOUIS GAY;42520;Maclas;45.362067,4.6848;
4123;L'OCE;4,94536E+13;L'OCE;64700;Hendaye;43.360927,-1.759386;
4124;LE SECRET;8,32564E+13;99 Chemin de Châteauneuf;84510;Caumont-sur-Durance;43.906415,4.944923;
4125;BOUCHERIE DU XV;8,42691E+13;200 RUE DE LA CROIX NIVERT;75015;Paris 15e  Arrondissement;48.838062,2.289188;
4126;KENESHIE MARKET;8,02989E+13;30 RUE LEON;75018;Paris 18e  Arrondissement;48.888658,2.353659;
4127;AUBRAIS DISTRIBUTION;3,99767E+13;RUE DE MONTARAN;45400;Fleury-les-Aubrais;47.944351,1.916277;
4128;SARL LES JOYEUX LUTINS;8,11725E+13;36 RUE ABBE GREGOIRE;38000;Grenoble;45.186933,5.712264;
4129;LA FERME DE LA DUFFETIERE;8,52668E+13;LA DUFFETIERE;61110;Bretoncelles;48.429393,0.868467;
4130;EURL HEMA;8,15353E+13;BOULEVARD THOMAS WILSON;66000;Perpignan;42.701857,2.896149;
4131;DUHESME EXQUIS;5,33679E+13;68 RUE DUHESME;75018;Paris 18e  Arrondissement;48.893631,2.343196;
4132;ASSOCIATION MERKAZ HATORAH;7,85647E+13;29 Chemin des Bourdons;93220;Gagny;48.888352,2.528525;
4133;LABROSSE JOCELYN;4,03124E+13;736 CHEMIN DU MOLARD;38790;Saint-Georges-d'Espéranche;45.768874,4.878459;
4134;SHAFT;7,9453E+13;77 rue de Rochechouart;75009;Paris 9e  Arrondissement;48.881668,2.346452;
4135;DS CAFE;7,91926E+13;3 RUE DE SONTAY;75016;Paris 16e  Arrondissement;48.870181,2.284521;
4136;SAS FRIAL;3,19806E+13;6 RTE DE CAEN;14400;Saint-Martin-des-Entrées;49.262659,-0.663519;14630043
4137;CARTIER FREDERIC;5,25289E+13;SAINT FELIX;34140;Loupian;43.433586,3.618434;34143678
4138;DALI RESTAURATION;5,33314E+13;29 RUE DU PORT A BATEAUX;60200;Compiègne;49.414978,2.820366;
4139;LOMA;8,80884E+13;73 QUAI PANHARD ET LEVASSOR;75013;Paris 13e  Arrondissement;48.830851,2.381169;
4140;LES SOMMELIERS;4,1512E+13;23 PL DE LA REPUBLIQUE;57100;Thionville;49.355815,6.163592;
4141;LA MAISON DES CLEMATITES;3,2365E+13;44 RUE DE LA DAUPHINE;91100;Corbeil-Essonnes;48.601888,2.47677;
4142;LE GUYNEMER;8,11508E+13;78 RUE D ASSAS;75006;Paris 6e  Arrondissement;48.844696,2.332437;
4143;L'AUBERGE DE CESAR;8,29987E+13;12 RUE MARIE LEMONNIER;85330;Noirmoutier-en-l'Île;47.023627,-2.298522;
4144;EARL DE MALBOSC;4,24896E+13;MALBOSC;48500;La Canourgue;44.442063,3.211269;
4145;GUIRAUD DISTRIBUTION;4,78075E+13;34 rue Alfred de Musset;81200;Aussillon;43.50525,2.375789;81021111
4146;PANINO DIVINO;8,90495E+13;36 RUE DU JARD;51100;Reims;49.249995,4.033995;
4147;BASILICO;8,40766E+13;PONT DE L ANE;42000;Saint-Étienne;45.444382,4.420861;
4148;LA TIERCE;4,23929E+13;81 AVENUE DE PARIS;41200;Romorantin-Lanthenay;47.378964,1.737044;
4149;LE SAURET;4,29558E+13;54, RUE DE LEVIS;75017;Paris 17e  Arrondissement;48.883757,2.313832;
4150;BOULANGERIE FRANCOISE ET RICHARD;8,7792E+13;1237, Route du Thor;84210;Pernes-les-Fontaines;43.980426,4.969289;
4151;MAISON DE RETRAITE LES CEDRES;2,0001E+13;8, RUE DE LA FLEURIETTE;41160;La Ville-aux-Clercs;47.920152,1.081144;41275001
4152;ECOLE MATERNELLE PUBLIQUE BAGARIA;2,10601E+13;Quartier Pré neuf;6140;Tourrettes-sur-Loup;43.721064,7.064531;6148001
4153;OTHEGUY ANABELLE;7,52815E+13;1760 RTE DE SIEST;40180;Heugas;43.646467,-1.119464;
